,target_code,target_description,concept_x,concept_y
359,198689000,Spontaneous abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
360,669841000000106,Spontaneous abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
361,620001000000102,Spontaneous abortion unspecified,,"Spontaneous abortion; Incomplete, complicated by embolism"
362,198631006,Spontaneous abortion unspecified,,"Spontaneous abortion; Incomplete, complicated by embolism"
363,198632004,Spontaneous abortion: [unspecified with genital or pelvic infection] or [with sepsis],,"Spontaneous abortion; Incomplete, complicated by embolism"
364,660231000000108,Unspecified abortion,,"Spontaneous abortion; Incomplete, complicated by embolism"
365,198769009,Unspecified abortion,,"Spontaneous abortion; Incomplete, complicated by embolism"
366,198768001,Unspecified abortion,,"Spontaneous abortion; Incomplete, complicated by embolism"
367,198780009,Unspecified abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
368,198805006,Unspecified abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
369,639931000000103,Unspecified abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
370,198778003,Unspecified abortion with complication NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
371,639911000000106,Unspecified abortion with complication NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
372,198772002,Unspecified abortion with damage to pelvic organs or tissues,,"Spontaneous abortion; Incomplete, complicated by embolism"
373,659001000000109,Unspecified abortion with damage to pelvic organs or tissues,,"Spontaneous abortion; Incomplete, complicated by embolism"
374,198771009,Unspecified abortion with delayed or excessive haemorrhage,,"Spontaneous abortion; Incomplete, complicated by embolism"
375,614961000000101,Unspecified abortion with delayed or excessive haemorrhage,,"Spontaneous abortion; Incomplete, complicated by embolism"
376,639891000000108,Unspecified abortion with embolism,,"Spontaneous abortion; Incomplete, complicated by embolism"
377,198776004,Unspecified abortion with embolism,,"Spontaneous abortion; Incomplete, complicated by embolism"
378,198770005,Unspecified abortion with genital tract or pelvic infection,,"Spontaneous abortion; Incomplete, complicated by embolism"
379,587061000000104,Unspecified abortion with genital tract or pelvic infection,,"Spontaneous abortion; Incomplete, complicated by embolism"
380,587071000000106,Unspecified abortion with metabolic disorder,,"Spontaneous abortion; Incomplete, complicated by embolism"
381,198774001,Unspecified abortion with metabolic disorder,,"Spontaneous abortion; Incomplete, complicated by embolism"
382,198779006,Unspecified abortion with no mention of complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
383,639921000000100,Unspecified abortion with no mention of complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
384,198777008,Unspecified abortion with other specified complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
385,639901000000109,Unspecified abortion with other specified complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
386,587081000000108,Unspecified abortion with renal failure,,"Spontaneous abortion; Incomplete, complicated by embolism"
387,198773007,Unspecified abortion with renal failure,,"Spontaneous abortion; Incomplete, complicated by embolism"
388,198775000,Unspecified abortion with shock,,"Spontaneous abortion; Incomplete, complicated by embolism"
389,639881000000106,Unspecified abortion with shock,,"Spontaneous abortion; Incomplete, complicated by embolism"
390,2787008,"Unspecified abortion with specified complication, NEC",,"Spontaneous abortion; Incomplete, complicated by embolism"
391,613981000000107,Unspecified legal abortion with no mention of complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
392,198643007,Unspecified spontaneous abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
393,672451000000105,Unspecified spontaneous abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
394,650801000000107,Unspecified spontaneous abortion with complication NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
395,198641009,Unspecified spontaneous abortion with complication NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
396,642911000000100,Unspecified spontaneous abortion with damage to pelvic organs or tissues,,"Spontaneous abortion; Incomplete, complicated by embolism"
397,198634003,Unspecified spontaneous abortion with damage to pelvic organs or tissues,,"Spontaneous abortion; Incomplete, complicated by embolism"
398,685531000000103,Unspecified spontaneous abortion with delayed or excessive haemorrhage,,"Spontaneous abortion; Incomplete, complicated by embolism"
399,267189005,Unspecified spontaneous abortion with delayed or excessive haemorrhage,,"Spontaneous abortion; Incomplete, complicated by embolism"
400,650781000000106,Unspecified spontaneous abortion with embolism,,"Spontaneous abortion; Incomplete, complicated by embolism"
401,198638000,Unspecified spontaneous abortion with embolism,,"Spontaneous abortion; Incomplete, complicated by embolism"
402,677041000000102,Unspecified spontaneous abortion with genital tract or pelvic infection,,"Spontaneous abortion; Incomplete, complicated by embolism"
403,267188002,Unspecified spontaneous abortion with genital tract or pelvic infection,,"Spontaneous abortion; Incomplete, complicated by embolism"
404,198636001,Unspecified spontaneous abortion with metabolic disorder,,"Spontaneous abortion; Incomplete, complicated by embolism"
405,640491000000100,Unspecified spontaneous abortion with metabolic disorder,,"Spontaneous abortion; Incomplete, complicated by embolism"
406,198640005,Unspecified spontaneous abortion with other specified complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
407,650791000000108,Unspecified spontaneous abortion with other specified complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
408,642921000000106,Unspecified spontaneous abortion with renal failure,,"Spontaneous abortion; Incomplete, complicated by embolism"
409,198635002,Unspecified spontaneous abortion with renal failure,,"Spontaneous abortion; Incomplete, complicated by embolism"
410,198637005,Unspecified spontaneous abortion with shock,,"Spontaneous abortion; Incomplete, complicated by embolism"
411,640501000000106,Unspecified spontaneous abortion with shock,,"Spontaneous abortion; Incomplete, complicated by embolism"
412,650811000000109,Unspecified spontaneous abortion without mention of complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
413,198642002,Unspecified spontaneous abortion without mention of complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
414,428641000000105,[X]Other abortion,,"Spontaneous abortion; Incomplete, complicated by embolism"
415,70317007,Abortion,,"Spontaneous abortion; Incomplete, complicated by embolism"
416,26022006,Abortion in first trimester,,"Spontaneous abortion; Incomplete, complicated by embolism"
417,63748000,Abortion in second trimester,,"Spontaneous abortion; Incomplete, complicated by embolism"
418,43285004,Abortion in third trimester,,"Spontaneous abortion; Incomplete, complicated by embolism"
419,156079001,Abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
420,668321000000101,Abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
421,267297005,Abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
422,5434002,"Abortion, 1 month",,"Spontaneous abortion; Incomplete, complicated by embolism"
423,65371003,"Abortion, 2 months",,"Spontaneous abortion; Incomplete, complicated by embolism"
424,80964008,"Abortion, 3 months",,"Spontaneous abortion; Incomplete, complicated by embolism"
425,25047000,"Abortion, 4 months",,"Spontaneous abortion; Incomplete, complicated by embolism"
426,78939004,"Abortion, 5 months",,"Spontaneous abortion; Incomplete, complicated by embolism"
427,11861004,"Abortion, 6 months",,"Spontaneous abortion; Incomplete, complicated by embolism"
428,43666007,"Abortion, 7 months",,"Spontaneous abortion; Incomplete, complicated by embolism"
429,29768004,"Abortion, 8 months",,"Spontaneous abortion; Incomplete, complicated by embolism"
430,14315005,"Abortion, 9 months",,"Spontaneous abortion; Incomplete, complicated by embolism"
431,267294003,Abortion: [spontaneous] or [complete] or [incomplete],,"Spontaneous abortion; Incomplete, complicated by embolism"
432,156071003,Abortion: [spontaneous] or [complete] or [incomplete],,"Spontaneous abortion; Incomplete, complicated by embolism"
433,17369002,Miscarriage,,"Spontaneous abortion; Incomplete, complicated by embolism"
434,662491000000109,Other abnormal product of conception,,"Spontaneous abortion; Incomplete, complicated by embolism"
435,662501000000103,Other abnormal product of conception NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
436,643081000000103,Other abortive pregnancy,,"Spontaneous abortion; Incomplete, complicated by embolism"
437,599211000000104,Other specified pregnancy with abortive outcome,,"Spontaneous abortion; Incomplete, complicated by embolism"
438,599221000000105,Pregnancy with abortive outcome NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
439,156074006,Spontaneous abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
440,198689000,Spontaneous abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
441,669841000000106,Spontaneous abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
442,620001000000102,Spontaneous abortion unspecified,,"Spontaneous abortion; Incomplete, complicated by embolism"
443,198631006,Spontaneous abortion unspecified,,"Spontaneous abortion; Incomplete, complicated by embolism"
444,198632004,Spontaneous abortion: [unspecified with genital or pelvic infection] or [with sepsis],,"Spontaneous abortion; Incomplete, complicated by embolism"
445,660231000000108,Unspecified abortion,,"Spontaneous abortion; Incomplete, complicated by embolism"
446,198769009,Unspecified abortion,,"Spontaneous abortion; Incomplete, complicated by embolism"
447,198768001,Unspecified abortion,,"Spontaneous abortion; Incomplete, complicated by embolism"
448,198780009,Unspecified abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
449,198805006,Unspecified abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
450,639931000000103,Unspecified abortion NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
451,198778003,Unspecified abortion with complication NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
452,639911000000106,Unspecified abortion with complication NOS,,"Spontaneous abortion; Incomplete, complicated by embolism"
453,198772002,Unspecified abortion with damage to pelvic organs or tissues,,"Spontaneous abortion; Incomplete, complicated by embolism"
454,659001000000109,Unspecified abortion with damage to pelvic organs or tissues,,"Spontaneous abortion; Incomplete, complicated by embolism"
455,198771009,Unspecified abortion with delayed or excessive haemorrhage,,"Spontaneous abortion; Incomplete, complicated by embolism"
456,614961000000101,Unspecified abortion with delayed or excessive haemorrhage,,"Spontaneous abortion; Incomplete, complicated by embolism"
457,639891000000108,Unspecified abortion with embolism,,"Spontaneous abortion; Incomplete, complicated by embolism"
458,198776004,Unspecified abortion with embolism,,"Spontaneous abortion; Incomplete, complicated by embolism"
459,198770005,Unspecified abortion with genital tract or pelvic infection,,"Spontaneous abortion; Incomplete, complicated by embolism"
460,587061000000104,Unspecified abortion with genital tract or pelvic infection,,"Spontaneous abortion; Incomplete, complicated by embolism"
461,587071000000106,Unspecified abortion with metabolic disorder,,"Spontaneous abortion; Incomplete, complicated by embolism"
462,198774001,Unspecified abortion with metabolic disorder,,"Spontaneous abortion; Incomplete, complicated by embolism"
463,198779006,Unspecified abortion with no mention of complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
464,639921000000100,Unspecified abortion with no mention of complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
465,198777008,Unspecified abortion with other specified complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
466,639901000000109,Unspecified abortion with other specified complication,,"Spontaneous abortion; Incomplete, complicated by embolism"
