,target_system,target_version,target_code,target_description,concept
525,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Gout, unspecified; Shoulder region"
526,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Gout, unspecified; Upper arm"
527,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Gout, unspecified; Forearm"
528,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Gout, unspecified; Hand"
529,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Gout, unspecified; Pelvic region and thigh"
530,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Gout, unspecified; Lower leg"
531,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Gout, unspecified; Ankle and foot"
532,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Gout, unspecified; Other"
533,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Gout, unspecified; Site unspecified"
534,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Hydroxyapatite deposition disease
535,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Crystal arthropathy, unspecified"
536,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Polyarthritis, unspecified"
537,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Arthritis, unspecified"
538,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Arthritis, unspecified; Multiple sites"
539,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Arthritis, unspecified; Shoulder region"
540,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Arthritis, unspecified; Upper arm"
541,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Arthritis, unspecified; Forearm"
542,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Arthritis, unspecified; Hand"
543,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Arthritis, unspecified; Pelvic region and thigh"
544,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Arthritis, unspecified; Lower leg"
545,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Arthritis, unspecified; Ankle and foot"
546,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Arthritis, unspecified; Other"
547,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Arthritis, unspecified; Site unspecified"
548,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Pain in joint
549,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Pain in joint; Multiple sites
550,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Pain in joint; Shoulder region
551,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Pain in joint; Upper arm
552,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Pain in joint; Forearm
553,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Pain in joint; Hand
554,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Pain in joint; Lower leg
555,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Pain in joint; Ankle and foot
556,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Pain in joint; Other
557,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Pain in joint; Site unspecified
558,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Stiffness of joint, not elsewhere classified"
559,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Joint disorder, unspecified"
560,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Rupture of popliteal cyst
561,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Rupture of synovium
562,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Transient synovitis
563,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Synovial cyst of popliteal space [Baker]
564,,,,,Fracture of clavicle
565,,,,,Fracture of upper end of humerus
566,,,,,Fracture of shaft of humerus
567,,,,,Fracture of lower end of humerus
568,,,,,Fracture of other parts of shoulder and upper arm
569,,,,,"Fracture of shoulder girdle, part unspecified"
570,,,,,Dislocation of shoulder joint
571,,,,,Dislocation of acromioclavicular joint
572,,,,,Dislocation of sternoclavicular joint
573,,,,,Dislocation of other and unspecified parts of shoulder girdle
574,,,,,Fracture of upper end of ulna
575,,,,,Fracture of upper end of radius
576,,,,,Fracture of shaft of ulna
577,,,,,Fracture of shaft of radius
578,,,,,Fracture of shafts of both ulna and radius
579,,,,,Fracture of lower end of radius
580,,,,,Fracture of lower end of both ulna and radius
581,,,,,Multiple fractures of forearm
582,,,,,Fracture of other parts of forearm
583,,,,,"Fracture of forearm, part unspecified"
584,,,,,Dislocation of radial head
585,,,,,"Dislocation of elbow, unspecified"
586,,,,,Traumatic rupture of radial collateral ligament
587,,,,,Traumatic rupture of ulnar collateral ligament
588,,,,,Fracture of navicular [scaphoid] bone of hand
589,,,,,Fracture of other carpal bone(s)
590,,,,,Fracture of first metacarpal bone
591,,,,,Fracture of other metacarpal bone
592,,,,,Multiple fractures of metacarpal bones
593,,,,,Fracture of thumb
594,,,,,Fracture of other finger
595,,,,,Multiple fractures of fingers
596,,,,,Fracture of other and unspecified parts of wrist and hand
597,,,,,Dislocation of wrist
598,,,,,Multiple dislocations of fingers
599,,,,,Crushing injury of thumb and other finger(s)
600,,,,,Crushing injury of other and unspecified parts of wrist and hand
601,,,,,Fracture of lower end of femur
602,,,,,Fracture of patella
603,,,,,Fracture of upper end of tibia
604,,,,,Fracture of shaft of tibia
605,,,,,Fracture of lower end of tibia
606,,,,,Fracture of fibula alone
607,,,,,Fracture of medial malleolus
608,,,,,Fracture of lateral malleolus
609,,,,,Fractures of other parts of lower leg
610,,,,,"Fracture of lower leg, part unspecified"
611,,,,,Dislocation of patella
612,,,,,Dislocation of knee
613,,,,,"Tear of meniscus, current"
614,,,,,"Tear of articular cartilage of knee, current"
615,,,,,Fracture of calcaneus
616,,,,,Fracture of talus
617,,,,,Fracture of other tarsal bone(s)
618,,,,,Fracture of metatarsal bone
619,,,,,Fracture of great toe
620,,,,,Fracture of other toe
621,,,,,Multiple fractures of foot
622,,,,,"Fracture of foot, unspecified"
623,,,,,"Fracture of foot, unspecified; closed"
624,,,,,Dislocation of ankle joint
625,,,,,Dislocation of toe(s)
626,,,,,Crushing injury of toe(s)
627,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Postmenopausal osteoporosis with pathological fracture
628,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Postmenopausal osteoporosis with pathological fracture; Other
629,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Postmenopausal osteoporosis with pathological fracture; Site unspecified
630,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Postoophorectomy osteoporosis with pathological fracture
631,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Osteoporosis of disuse with pathological fracture
632,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Postsurgical malabsorption osteoporosis with pathological fracture
633,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Drug-induced osteoporosis with pathological fracture
634,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Idiopathic osteoporosis with pathological fracture
635,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Idiopathic osteoporosis with pathological fracture; Other
636,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Idiopathic osteoporosis with pathological fracture; Site unspecified
637,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Other osteoporosis with pathological fracture
638,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Other osteoporosis with pathological fracture; Other
639,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Other osteoporosis with pathological fracture; Site unspecified
640,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Unspecified osteoporosis with pathological fracture
641,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Unspecified osteoporosis with pathological fracture; Other
642,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),Unspecified osteoporosis with pathological fracture; Site unspecified
643,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),"Stress fracture, not elsewhere classified"
644,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,137731000119104,History of traumatic vertebral fracture (situation),"Pathological fracture, not elsewhere classified"
645,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13695006,Fracture of pubic rami (disorder),Fracture of pubis
646,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13695006,Fracture of pubic rami (disorder),Fracture of pubis; closed
647,,,,,Pain in joint; Pelvic region and thigh
648,,,,,Injury of muscle and tendon of hip
649,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,87763006,Lower gastrointestinal hemorrhage (disorder),Haemorrhage of anus and rectum
650,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,87763006,Lower gastrointestinal hemorrhage (disorder),"Gastrointestinal haemorrhage, unspecified"
651,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Malignant neoplasm of gallbladder
652,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Malignant neoplasm: Extrahepatic bile duct
653,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Malignant neoplasm: Ampulla of Vater
654,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Malignant neoplasm: Overlapping lesion of biliary tract
655,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),"Malignant neoplasm: Biliary tract, unspecified"
656,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Malignant neoplasm: Head of pancreas
657,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Malignant neoplasm: Body of pancreas
658,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Malignant neoplasm: Pancreatic duct
659,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),"Malignant neoplasm: Pancreas, unspecified"
660,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Benign neoplasm: Extrahepatic bile ducts
661,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),"Neoplasm of uncertain or unknown behaviour: Liver, gallbladder and bile ducts"
662,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Calculus of bile duct without cholangitis or cholecystitis
663,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Hydrops of gallbladder
664,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Perforation of gallbladder
665,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Fistula of gallbladder
666,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Cholesterolosis of gallbladder
667,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Other specified diseases of gallbladder
668,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),"Disease of gallbladder, unspecified"
669,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Obstruction of bile duct
670,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),"Disease of biliary tract, unspecified"
671,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),"Disease of pancreas, unspecified"
672,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59848001,Obstructive hyperbilirubinemia (disorder),Unspecified jaundice
673,,,,,Nonspecific mesenteric lymphadenitis
674,,,,,Gastric ulcer; Chronic or unspecified with perforation
675,,,,,"Gastritis, unspecified"
676,,,,,Gallstone ileus
677,,,,,Other impaction of intestine
678,,,,,Other impaction of intestine
679,,,,,Other and unspecified intestinal obstruction
680,,,,,Constipation
681,,,,,Functional diarrhoea
682,,,,,Other specified functional intestinal disorders
683,,,,,"Functional intestinal disorder, unspecified"
684,,,,,Postoperative intestinal obstruction
685,,,,,Other and unspecified ovarian cysts
686,,,,,Mittelschmerz
687,,,,,Pain localized to upper abdomen
688,,,,,Pelvic and perineal pain
689,,,,,Pain localized to other parts of lower abdomen
690,,,,,Other and unspecified abdominal pain
691,,,,,Nausea and vomiting
692,,,,,"Intra-abdominal and pelvic swelling, mass and lump"
693,,,,,Abnormal bowel sounds
694,,,,,Change in bowel habit
695,,,,,Other faecal abnormalities
696,,,,,Other specified symptoms and signs involving the digestive system and abdomen
697,,,,,Anal abscess
698,,,,,Anorectal abscess
699,,,,,Ischiorectal abscess
700,,,,,Intrasphincteric abscess
701,,,,,Anal polyp
702,,,,,"Cutaneous abscess, furuncle and carbuncle of face"
703,,,,,"Cutaneous abscess, furuncle and carbuncle of neck"
704,,,,,"Cutaneous abscess, furuncle and carbuncle of trunk"
705,,,,,"Cutaneous abscess, furuncle and carbuncle of buttock"
706,,,,,"Cutaneous abscess, furuncle and carbuncle of limb"
707,,,,,"Cutaneous abscess, furuncle and carbuncle of other sites"
708,,,,,"Cutaneous abscess, furuncle and carbuncle, unspecified"
709,,,,,Pilonidal cyst with abscess
710,,,,,Pilonidal cyst without abscess
711,,,,,Epidermal cyst
712,,,,,Trichilemmal cyst
713,,,,,Inflammatory disorders of breast
714,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,274164006,Minor head injury (disorder),Concussion
715,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,274164006,Minor head injury (disorder),Other specified injuries of head
716,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,274164006,Minor head injury (disorder),Unspecified injury of head
717,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Gallstone ileus
718,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Obstruction of gallbladder
719,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Cholangitis
720,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Calculus of gallbladder with acute cholecystitis
721,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Calculus of gallbladder with other cholecystitis
722,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Calculus of gallbladder without cholecystitis
723,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Calculus of bile duct with cholangitis
724,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Calculus of bile duct with cholecystitis
725,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Other cholelithiasis
726,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Acute cholecystitis
727,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Chronic cholecystitis
728,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Other cholecystitis
729,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),"Cholecystitis, unspecified"
730,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Obstruction of bile duct
731,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),"Disease of biliary tract, unspecified"
732,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Cholesterolosis of gallbladder
733,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Other specified diseases of gallbladder
734,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),"Disease of gallbladder, unspecified"
735,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),Other specified diseases of biliary tract
736,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,301717006,Right upper quadrant pain (finding),"Disease of pancreas, unspecified"
737,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236042008,Obstructed internal hernia (disorder),"Bilateral inguinal hernia, without obstruction or gangrene"
738,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236042008,Obstructed internal hernia (disorder),"Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
739,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236042008,Obstructed internal hernia (disorder),"Bilateral femoral hernia, without obstruction or gangrene"
740,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236042008,Obstructed internal hernia (disorder),"Unilateral or unspecified femoral hernia, without obstruction or gangrene"
741,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236042008,Obstructed internal hernia (disorder),Umbilical hernia without obstruction or gangrene
742,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236042008,Obstructed internal hernia (disorder),Ventral hernia with gangrene
743,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236042008,Obstructed internal hernia (disorder),Ventral hernia with gangrene
744,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236042008,Obstructed internal hernia (disorder),Ventral hernia without obstruction or gangrene
745,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236042008,Obstructed internal hernia (disorder),Other specified abdominal hernia without obstruction or gangrene
746,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236042008,Obstructed internal hernia (disorder),Unspecified abdominal hernia without obstruction or gangrene
747,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,70153002,Hemorrhoids (disorder),"Disease of intestine, unspecified"
748,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,70153002,Hemorrhoids (disorder),"Disease of intestine, unspecified"
749,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,70153002,Hemorrhoids (disorder),"Disease of intestine, unspecified"
750,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,70153002,Hemorrhoids (disorder),"Disease of intestine, unspecified"
751,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,70153002,Hemorrhoids (disorder),"Disease of intestine, unspecified"
752,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,70153002,Hemorrhoids (disorder),"Disease of intestine, unspecified"
753,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,70153002,Hemorrhoids (disorder),Haemorrhoids in pregnancy
754,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,70153002,Hemorrhoids (disorder),Haemorrhoids in the puerperium
755,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,162051008,Right iliac fossa pain (finding),Acute appendicitis with peritoneal abscess
756,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,162051008,Right iliac fossa pain (finding),Acute appendicitis with peritoneal abscess
757,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,162051008,Right iliac fossa pain (finding),Unspecified appendicitis
758,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,162051008,Right iliac fossa pain (finding),Crohn's disease of small intestine
759,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,162052001,Left iliac fossa pain (finding),Volvulus
760,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,162052001,Left iliac fossa pain (finding),Diverticular disease of small intestine without perforation or abscess
761,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,162052001,Left iliac fossa pain (finding),Diverticular disease of large intestine without perforation or abscess
762,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,162052001,Left iliac fossa pain (finding),Diverticular disease of both small and large intestine without perforation or abscess
763,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,162052001,Left iliac fossa pain (finding),"Diverticular disease of intestine, part unspecified, without perforation or abscess"
764,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,162052001,Left iliac fossa pain (finding),"Female pelvic inflammatory disease, unspecified"
765,,,,,Anal spasm
766,,,,,Acute anal fissure
767,,,,,Chronic anal fissure
768,,,,,"Anal fissure, unspecified"
769,,,,,Anal fistula
770,,,,,Anorectal fistula
771,,,,,Foreign body in anus and rectum
772,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236645006,Bladder outflow obstruction (disorder),Stress incontinence
773,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236645006,Bladder outflow obstruction (disorder),Other specified urinary incontinence
774,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236645006,Bladder outflow obstruction (disorder),Unspecified urinary incontinence
775,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236645006,Bladder outflow obstruction (disorder),Retention of urine
776,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236645006,Bladder outflow obstruction (disorder),Other difficulties with micturition
777,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236645006,Bladder outflow obstruction (disorder),Bladder-neck obstruction
778,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236645006,Bladder outflow obstruction (disorder),Hyperplasia of prostate
779,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236645006,Bladder outflow obstruction (disorder),Other specified disorders of prostate
780,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,236645006,Bladder outflow obstruction (disorder),"Disorder of prostate, unspecified"
781,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,386103008,Renal stone (substance),Calculus of kidney
782,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,386103008,Renal stone (substance),Calculus of ureter
783,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,386103008,Renal stone (substance),Calculus of kidney with calculus of ureter
784,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,386103008,Renal stone (substance),"Urinary calculus, unspecified"
785,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,386103008,Renal stone (substance),Calculus in bladder
786,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,386103008,Renal stone (substance),Calculus in urethra
787,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,386103008,Renal stone (substance),Other lower urinary tract calculus
788,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,386103008,Renal stone (substance),"Calculus of lower urinary tract, unspecified"
789,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,386103008,Renal stone (substance),Unspecified renal colic
790,,,,,Dysuria
791,,,,,"Painful micturition, unspecified"
792,,,,,Unspecified haematuria
793,,,,,Mechanical complication of urinary (indwelling) catheter
794,,,,,Mechanical complication of other urinary devices and implants
795,,,,,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system"
796,,,,,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract"
797,,,,,"Other complications of genitourinary prosthetic devices, implants and grafts"
798,,,,,"Unspecified complication of genitourinary prosthetic device, implant and graft"
799,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),Encysted hydrocele
800,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),Infected hydrocele
801,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),Other hydrocele
802,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),"Hydrocele, unspecified"
803,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),Spermatocele
804,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),Torsion of testis
805,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),"Orchitis, epididymitis and epididymo-orchitis with abscess"
806,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),"Orchitis, epididymitis and epididymo-orchitis without abscess"
807,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),Inflammatory disorders of seminal vesicle
808,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),"Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens"
